case_id,customer_id,created_date,closed_date,channel,department,team_name,agent_name,issue_category,issue_subcategory,priority,status,first_response_time_minutes,resolution_time_hours,sla_target_hours,sla_met_flag,reopened_flag,csat_score,escalation_flag,transfer_count,region,shift,resolution_type,root_cause_group,customer_type,queue_name
106357,7010,2025-02-24 03:13:00,2025-02-24 09:07:00,Phone,IT Support,Tech Support,Tech_Agent_3,Retention,Cancellation Request,Medium,Closed,43,5.9,24,1,0,4.4,0,0,South,Morning,Pending Third Party,Manual Review Delay,SMB,General Queue
106358,5534,2025-02-24 17:03:00,2025-02-25 07:33:00,Chat,Customer Success,Retention Desk,Retention_Agent_7,Retention,Service Complaint,Medium,Resolved,43,14.5,24,1,0,5.0,0,0,West,Morning,Escalated,Manual Review Delay,SMB,VIP Queue
106359,6978,2025-02-24 10:18:00,,Phone,Customer Success,Retention Desk,Retention_Agent_3,Technical,Integration Error,Low,Open,39,8.5,48,0,0,4.4,0,1,Central,Night,Resolved,Queue Imbalance,SMB,Billing Queue
106360,5691,2025-02-24 14:21:00,2025-02-25 02:57:00,Phone,Customer Success,Retention Desk,Retention_Agent_1,Account,Profile Update,Medium,Closed,46,12.6,24,1,0,4.4,0,1,Central,Night,Resolved,Manual Review Delay,Enterprise,Technical Queue
106361,5572,2025-02-24 05:16:00,2025-02-24 11:22:00,Phone,Finance Ops,Billing Support,Billing_Agent_5,Account,Access Request,Medium,Closed,30,6.1,24,1,1,3.1,0,0,East,Evening,Resolved,System Configuration,Mid-Market,Billing Queue
106362,5393,2025-02-24 11:31:00,2025-02-24 22:43:00,Email,Customer Service,South Ops,South_Agent_6,Billing,Invoice Error,Urgent,Closed,96,11.2,4,0,0,4.1,0,1,West,Night,Resolved,Training Gap,Mid-Market,Escalation Queue
106363,5028,2025-02-24 07:36:00,2025-02-25 14:54:00,Phone,IT Support,Tech Support,Tech_Agent_6,Retention,Service Complaint,Medium,Closed,118,31.3,24,0,0,4.7,0,0,South,Morning,Resolved,Incomplete Documentation,SMB,Escalation Queue
106364,6397,2025-02-24 15:57:00,2025-02-25 09:03:00,Portal,IT Support,Tech Support,Tech_Agent_6,Account,Duplicate Record,Low,Closed,37,17.1,48,1,1,3.6,0,0,West,Morning,Resolved,System Configuration,Mid-Market,Technical Queue
106365,8850,2025-02-24 17:36:00,2025-02-25 00:42:00,Phone,IT Support,Tech Support,Tech_Agent_2,General,Follow-up,Low,Closed,19,7.1,48,1,0,4.1,0,0,Central,Evening,Resolved,Training Gap,SMB,Escalation Queue
106366,6889,2025-02-24 12:39:00,2025-02-25 01:03:00,Portal,Customer Service,South Ops,South_Agent_7,Billing,Refund Request,Medium,Closed,29,12.4,24,1,0,4.3,0,0,Central,Morning,Escalated,Training Gap,Enterprise,Technical Queue
106367,7631,2025-02-24 11:11:00,2025-02-24 18:35:00,Chat,Customer Service,South Ops,South_Agent_1,General,Follow-up,Medium,Closed,63,7.4,24,1,0,4.1,0,1,East,Morning,Resolved,Training Gap,Enterprise,Technical Queue
106368,7797,2025-02-24 15:00:00,2025-02-25 00:48:00,Email,Customer Service,North Ops,North_Agent_2,Billing,Refund Request,Medium,Closed,32,9.8,24,1,0,4.7,0,2,South,Night,Manual Correction,Manual Review Delay,SMB,Escalation Queue
106369,7190,2025-02-24 14:19:00,2025-02-26 03:01:00,Chat,Customer Service,North Ops,North_Agent_2,Retention,Service Complaint,Urgent,Resolved,13,36.7,4,0,0,4.4,0,0,East,Night,Resolved,System Configuration,SMB,Technical Queue
106370,5487,2025-02-24 22:44:00,2025-02-25 07:26:00,Portal,Customer Service,North Ops,North_Agent_5,Technical,Integration Error,Low,Resolved,68,8.7,48,1,0,4.5,0,0,West,Evening,Resolved,Manual Review Delay,SMB,VIP Queue
106371,6434,2025-02-24 08:01:00,2025-02-24 12:43:00,Chat,Customer Service,North Ops,North_Agent_6,Retention,Plan Change,High,Closed,24,4.7,12,1,0,3.3,1,2,South,Night,Escalated,Manual Review Delay,Enterprise,Billing Queue
106372,8383,2025-02-24 04:19:00,2025-02-24 15:37:00,Chat,Customer Service,South Ops,South_Agent_5,Account,Duplicate Record,High,Resolved,23,11.3,12,1,0,4.5,0,2,Central,Evening,Manual Correction,Training Gap,SMB,General Queue
106373,6995,2025-02-24 10:33:00,,Email,Customer Service,South Ops,South_Agent_4,Account,Profile Update,Medium,Open,27,3.2,24,0,0,4.8,0,1,East,Night,Manual Correction,Manual Review Delay,Mid-Market,Technical Queue
106374,5422,2025-02-24 08:56:00,2025-02-25 14:20:00,Email,Finance Ops,Billing Support,Billing_Agent_8,Retention,Cancellation Request,Medium,Resolved,61,29.4,24,0,1,3.3,0,0,Central,Morning,Manual Correction,Queue Imbalance,SMB,General Queue
106375,7705,2025-02-25 19:23:00,2025-02-27 00:11:00,Portal,Finance Ops,Billing Support,Billing_Agent_6,Retention,Cancellation Request,Low,Closed,32,28.8,48,1,0,4.5,0,0,Central,Night,Manual Correction,Training Gap,Enterprise,Billing Queue
106376,7129,2025-02-25 08:01:00,2025-02-25 20:01:00,Chat,Customer Success,Retention Desk,Retention_Agent_6,General,Document Upload,Medium,Closed,35,12.0,24,1,0,4.7,0,0,South,Evening,Resolved,System Configuration,Mid-Market,Escalation Queue
106377,5300,2025-02-25 15:39:00,2025-02-26 10:45:00,Email,Customer Service,North Ops,North_Agent_1,Billing,Invoice Error,Medium,Closed,18,19.1,24,1,0,4.7,0,0,West,Evening,Pending Third Party,Incomplete Documentation,Mid-Market,VIP Queue
106378,6384,2025-02-25 22:05:00,2025-02-26 07:41:00,Chat,Customer Service,North Ops,North_Agent_4,Account,Duplicate Record,Medium,Closed,66,9.6,24,1,0,4.2,0,0,West,Night,Resolved,Incomplete Documentation,Mid-Market,General Queue
106379,6111,2025-02-25 15:23:00,2025-02-25 22:59:00,Portal,Customer Success,Retention Desk,Retention_Agent_7,Billing,Payment Failure,Low,Closed,19,7.6,48,1,0,4.6,0,0,East,Night,Resolved,Manual Review Delay,SMB,Technical Queue
106380,5117,2025-02-25 22:25:00,2025-02-26 06:55:00,Chat,Customer Service,North Ops,North_Agent_1,General,Information Request,Medium,Closed,46,8.5,24,1,0,4.3,0,0,West,Morning,Resolved,Incomplete Documentation,Enterprise,Escalation Queue
106381,7530,2025-02-25 03:18:00,2025-02-25 11:06:00,Email,Customer Service,North Ops,North_Agent_4,Retention,Service Complaint,Medium,Closed,89,7.8,24,1,0,5.0,0,0,East,Evening,Resolved,System Configuration,SMB,Escalation Queue
106382,6003,2025-02-25 23:42:00,,Chat,Finance Ops,Billing Support,Billing_Agent_3,Billing,Invoice Error,Medium,Open,73,27.1,24,0,0,4.2,0,0,East,Evening,Manual Correction,System Configuration,Enterprise,Technical Queue
106383,7273,2025-02-25 21:50:00,2025-02-27 15:50:00,Phone,Finance Ops,Billing Support,Billing_Agent_8,Technical,System Error,High,Resolved,86,42.0,12,0,0,4.6,0,0,East,Morning,Resolved,Manual Review Delay,SMB,Escalation Queue
106384,6311,2025-02-25 18:46:00,2025-02-25 23:04:00,Email,Customer Service,North Ops,North_Agent_2,Technical,Login Issue,Medium,Closed,108,4.3,24,1,0,4.8,0,0,East,Morning,Automation,Manual Review Delay,Mid-Market,VIP Queue
106385,7374,2025-02-25 00:16:00,2025-02-26 12:10:00,Portal,Customer Service,North Ops,North_Agent_4,Billing,Payment Failure,Low,Resolved,20,35.9,48,1,0,4.6,0,1,Central,Night,Resolved,Queue Imbalance,Mid-Market,General Queue
106386,7863,2025-02-25 00:27:00,,Chat,Customer Success,Retention Desk,Retention_Agent_5,General,Document Upload,Low,Open,60,13.1,48,0,0,4.4,0,2,West,Morning,Resolved,Manual Review Delay,Mid-Market,General Queue
106387,7237,2025-02-25 18:21:00,2025-02-26 04:33:00,Email,Finance Ops,Billing Support,Billing_Agent_7,Technical,System Error,Medium,Closed,93,10.2,24,1,0,4.9,0,0,East,Night,Resolved,Manual Review Delay,SMB,VIP Queue
106388,6860,2025-02-25 06:30:00,2025-02-25 22:12:00,Phone,Customer Service,South Ops,South_Agent_4,Technical,Login Issue,High,Closed,44,15.7,12,0,0,3.8,1,2,Central,Morning,Escalated,Queue Imbalance,Mid-Market,Escalation Queue
106389,5839,2025-02-25 05:48:00,2025-02-26 06:30:00,Chat,Customer Service,North Ops,North_Agent_5,Retention,Plan Change,Medium,Resolved,11,24.7,24,0,0,3.6,1,0,East,Evening,Escalated,Manual Review Delay,Mid-Market,VIP Queue
106390,6427,2025-02-25 09:11:00,2025-02-25 22:35:00,Phone,Customer Service,South Ops,South_Agent_8,Billing,Refund Request,High,Closed,90,13.4,12,0,0,4.4,0,1,Central,Night,Resolved,Manual Review Delay,Enterprise,Escalation Queue
106391,6860,2025-02-25 23:10:00,2025-02-26 00:52:00,Chat,Customer Service,North Ops,North_Agent_2,Retention,Cancellation Request,Medium,Closed,23,1.7,24,1,0,4.4,0,0,West,Night,Resolved,Training Gap,SMB,Billing Queue
106392,6674,2025-02-25 22:36:00,2025-02-26 05:48:00,Phone,Customer Success,Retention Desk,Retention_Agent_5,Account,Profile Update,Medium,Closed,48,7.2,24,1,0,4.4,0,0,West,Evening,Resolved,Incomplete Documentation,SMB,Escalation Queue
106393,8612,2025-02-25 05:43:00,2025-02-27 08:31:00,Email,Customer Service,South Ops,South_Agent_1,Account,Access Request,Medium,Resolved,23,50.8,24,0,0,3.7,0,0,East,Morning,Resolved,Manual Review Delay,Enterprise,Escalation Queue
106394,6103,2025-02-25 22:00:00,2025-02-26 00:06:00,Phone,Customer Success,Retention Desk,Retention_Agent_5,General,Follow-up,Medium,Closed,47,2.1,24,1,0,4.1,0,0,South,Evening,Automation,Incomplete Documentation,Mid-Market,Escalation Queue
106395,5940,2025-02-25 04:48:00,2025-02-25 14:00:00,Email,Customer Service,North Ops,North_Agent_7,Billing,Payment Failure,Medium,Closed,23,9.2,24,1,0,4.7,0,0,West,Evening,Manual Correction,Manual Review Delay,SMB,Technical Queue
106396,8654,2025-02-25 15:32:00,2025-02-26 01:20:00,Portal,Customer Success,Retention Desk,Retention_Agent_2,General,Follow-up,Low,Closed,22,9.8,48,1,0,4.3,0,0,West,Evening,Manual Correction,Queue Imbalance,Enterprise,VIP Queue
106397,5334,2025-02-25 03:19:00,2025-02-25 10:01:00,Phone,Customer Service,South Ops,South_Agent_5,General,Document Upload,Urgent,Closed,90,6.7,4,0,0,3.9,1,3,Central,Evening,Escalated,Manual Review Delay,Mid-Market,Technical Queue
106398,7859,2025-02-25 07:05:00,2025-02-25 14:23:00,Phone,Customer Success,Retention Desk,Retention_Agent_8,Retention,Service Complaint,Medium,Closed,22,7.3,24,1,0,4.8,0,1,West,Night,Resolved,Incomplete Documentation,Enterprise,VIP Queue
106399,7741,2025-02-25 19:58:00,,Email,Customer Service,North Ops,North_Agent_5,Account,Access Request,Medium,Open,17,9.8,24,0,0,5.0,0,0,Central,Night,Escalated,System Configuration,Enterprise,Escalation Queue
106400,6342,2025-02-25 15:58:00,2025-02-26 10:28:00,Phone,Finance Ops,Billing Support,Billing_Agent_7,Billing,Refund Request,Low,Resolved,70,18.5,48,1,0,4.8,0,1,West,Night,Resolved,Incomplete Documentation,Enterprise,General Queue
106401,7794,2025-02-25 17:20:00,2025-02-26 10:32:00,Email,Customer Service,South Ops,South_Agent_3,Retention,Plan Change,Medium,Closed,36,17.2,24,1,0,3.9,0,2,Central,Evening,Resolved,System Configuration,Mid-Market,Technical Queue
106402,8900,2025-02-25 02:25:00,2025-02-25 16:31:00,Phone,Finance Ops,Billing Support,Billing_Agent_5,General,Information Request,Low,Closed,72,14.1,48,1,0,4.6,0,0,Central,Evening,Resolved,Manual Review Delay,SMB,Billing Queue
106403,7195,2025-02-25 17:36:00,2025-02-26 06:36:00,Email,Customer Success,Retention Desk,Retention_Agent_4,Account,Duplicate Record,High,Closed,47,13.0,12,0,0,4.8,0,0,East,Evening,Automation,Manual Review Delay,SMB,Escalation Queue
106404,6723,2025-02-25 19:40:00,2025-02-26 06:22:00,Phone,Finance Ops,Billing Support,Billing_Agent_8,Billing,Invoice Error,Low,Resolved,30,10.7,48,1,0,4.3,0,0,West,Night,Resolved,Queue Imbalance,SMB,Escalation Queue
106405,8626,2025-02-25 18:26:00,2025-02-26 03:26:00,Phone,IT Support,Tech Support,Tech_Agent_4,Account,Access Request,Urgent,Resolved,79,9.0,4,0,1,3.8,0,0,East,Night,Automation,Manual Review Delay,Mid-Market,Billing Queue
106406,5092,2025-02-25 21:46:00,2025-02-27 01:34:00,Phone,Customer Service,North Ops,North_Agent_4,Billing,Payment Failure,High,Closed,43,27.8,12,0,0,4.0,0,0,South,Evening,Resolved,Incomplete Documentation,Mid-Market,General Queue
106407,8950,2025-02-25 09:44:00,2025-02-25 10:44:00,Email,Customer Service,North Ops,North_Agent_8,General,Follow-up,Low,Closed,37,1.0,48,1,0,3.4,0,0,South,Evening,Escalated,Queue Imbalance,SMB,Technical Queue
106408,8355,2025-02-25 11:16:00,,Phone,Customer Service,South Ops,South_Agent_5,General,Information Request,Urgent,Open,52,2.6,4,0,0,2.9,1,0,South,Night,Escalated,System Configuration,Enterprise,VIP Queue
106409,6099,2025-02-25 23:28:00,2025-02-26 14:46:00,Phone,Customer Success,Retention Desk,Retention_Agent_1,Billing,Payment Failure,High,Resolved,86,15.3,12,0,0,4.7,0,0,East,Night,Manual Correction,Training Gap,SMB,General Queue
106410,7302,2025-02-25 23:42:00,2025-02-27 04:48:00,Phone,Customer Service,North Ops,North_Agent_6,Billing,Refund Request,Low,Closed,46,29.1,48,1,0,4.5,0,0,Central,Morning,Manual Correction,System Configuration,SMB,Billing Queue
106411,7542,2025-02-25 06:23:00,2025-02-25 21:17:00,Phone,IT Support,Tech Support,Tech_Agent_4,Technical,System Error,Urgent,Closed,171,14.9,4,0,0,3.1,1,0,South,Evening,Escalated,Incomplete Documentation,Mid-Market,General Queue
106412,7836,2025-02-25 03:57:00,2025-02-25 17:27:00,Phone,Customer Service,North Ops,North_Agent_8,Technical,System Error,Urgent,Resolved,117,13.5,4,0,0,5.0,0,0,Central,Evening,Resolved,System Configuration,Enterprise,VIP Queue
106413,5207,2025-02-25 09:11:00,2025-02-25 14:47:00,Email,Customer Service,South Ops,South_Agent_6,Account,Access Request,High,Resolved,22,5.6,12,1,0,4.0,0,0,South,Evening,Automation,Training Gap,SMB,VIP Queue
106414,6183,2025-02-25 16:21:00,2025-02-26 15:33:00,Phone,Customer Service,South Ops,South_Agent_2,Account,Access Request,Medium,Closed,12,23.2,24,1,0,3.8,0,1,East,Evening,Resolved,Training Gap,Enterprise,Billing Queue
106415,5540,2025-02-25 11:22:00,2025-02-25 17:16:00,Phone,Customer Service,North Ops,North_Agent_3,General,Information Request,Medium,Resolved,25,5.9,24,1,0,4.8,0,0,Central,Night,Resolved,System Configuration,SMB,General Queue
106416,6023,2025-02-25 23:34:00,,Portal,Customer Service,North Ops,North_Agent_4,Billing,Payment Failure,Low,Open,19,13.8,48,0,0,4.4,0,1,South,Night,Escalated,System Configuration,SMB,VIP Queue
106417,8642,2025-02-25 00:29:00,2025-02-25 10:11:00,Portal,Finance Ops,Billing Support,Billing_Agent_1,Billing,Payment Failure,Medium,Closed,67,9.7,24,1,0,4.4,0,0,West,Morning,Manual Correction,Training Gap,Enterprise,Billing Queue
106418,6952,2025-02-25 10:47:00,,Portal,Customer Service,South Ops,South_Agent_2,Technical,Login Issue,High,Open,53,16.1,12,0,0,4.1,0,0,South,Evening,Resolved,Training Gap,SMB,Billing Queue
106419,5766,2025-02-25 22:16:00,2025-02-27 01:22:00,Email,Customer Service,South Ops,South_Agent_2,Retention,Plan Change,Low,Resolved,99,27.1,48,1,0,3.3,1,0,East,Evening,Escalated,Manual Review Delay,Mid-Market,Technical Queue
106420,5568,2025-02-25 12:11:00,2025-02-26 01:11:00,Email,IT Support,Tech Support,Tech_Agent_1,Account,Access Request,High,Closed,32,13.0,12,0,1,4.5,0,0,South,Night,Resolved,Queue Imbalance,SMB,VIP Queue
106421,5100,2025-02-25 18:27:00,2025-02-26 21:45:00,Phone,Customer Success,Retention Desk,Retention_Agent_7,Account,Duplicate Record,High,Closed,44,27.3,12,0,0,4.4,0,2,East,Evening,Automation,Manual Review Delay,SMB,Technical Queue
106422,6641,2025-02-25 05:43:00,2025-02-25 17:01:00,Portal,Customer Success,Retention Desk,Retention_Agent_1,Retention,Plan Change,High,Resolved,34,11.3,12,1,0,4.4,0,1,South,Night,Manual Correction,Incomplete Documentation,SMB,VIP Queue
106423,5719,2025-02-25 01:45:00,2025-02-25 08:57:00,Email,Customer Service,North Ops,North_Agent_5,Technical,Login Issue,High,Closed,38,7.2,12,1,0,4.8,0,1,South,Evening,Escalated,Manual Review Delay,SMB,Technical Queue
106424,6170,2025-02-25 08:30:00,2025-02-25 22:30:00,Email,IT Support,Tech Support,Tech_Agent_8,Account,Duplicate Record,Low,Closed,88,14.0,48,1,0,4.9,0,1,East,Night,Automation,Manual Review Delay,SMB,Escalation Queue
106425,7566,2025-02-25 09:03:00,2025-02-26 16:27:00,Email,Finance Ops,Billing Support,Billing_Agent_2,Technical,Integration Error,Urgent,Closed,79,31.4,4,0,0,4.6,0,0,South,Evening,Resolved,System Configuration,SMB,VIP Queue
106426,6275,2025-02-25 23:31:00,,Portal,Customer Service,North Ops,North_Agent_1,Account,Profile Update,High,Open,19,3.7,12,0,0,4.2,0,2,South,Morning,Resolved,Training Gap,Enterprise,Technical Queue
106427,6750,2025-02-25 16:27:00,2025-02-28 12:09:00,Email,IT Support,Tech Support,Tech_Agent_4,Technical,Login Issue,Medium,Closed,52,67.7,24,0,0,4.3,0,0,South,Night,Manual Correction,Queue Imbalance,SMB,General Queue
106428,7655,2025-02-25 20:09:00,2025-02-25 21:09:00,Phone,Customer Service,North Ops,North_Agent_7,General,Information Request,High,Closed,41,1.0,12,1,0,4.4,0,1,Central,Morning,Resolved,Incomplete Documentation,SMB,Escalation Queue
106429,6334,2025-02-25 21:03:00,2025-02-26 08:45:00,Chat,IT Support,Tech Support,Tech_Agent_7,Account,Access Request,Low,Closed,16,11.7,48,1,1,3.5,0,3,South,Morning,Escalated,Training Gap,Mid-Market,Billing Queue
106430,6008,2025-02-25 22:42:00,2025-02-26 07:42:00,Email,Customer Success,Retention Desk,Retention_Agent_5,General,Information Request,Medium,Closed,53,9.0,24,1,0,4.4,0,0,West,Evening,Pending Third Party,System Configuration,SMB,General Queue
106431,5356,2025-02-25 15:46:00,2025-02-25 20:10:00,Email,Customer Success,Retention Desk,Retention_Agent_2,General,Follow-up,Medium,Resolved,56,4.4,24,1,0,4.8,0,0,Central,Night,Manual Correction,Manual Review Delay,Mid-Market,General Queue
106432,6206,2025-02-25 23:47:00,2025-02-26 16:59:00,Phone,Customer Service,North Ops,North_Agent_5,Retention,Service Complaint,Low,Resolved,55,17.2,48,1,0,4.8,0,1,West,Evening,Resolved,System Configuration,SMB,General Queue
106433,7128,2025-02-25 00:05:00,2025-02-25 18:29:00,Email,Finance Ops,Billing Support,Billing_Agent_6,General,Document Upload,Low,Resolved,41,18.4,48,1,1,3.8,0,2,South,Night,Resolved,System Configuration,Mid-Market,Billing Queue
106434,6702,2025-02-25 07:37:00,2025-02-25 22:01:00,Chat,IT Support,Tech Support,Tech_Agent_3,Billing,Refund Request,High,Closed,21,14.4,12,0,0,4.4,0,0,South,Evening,Manual Correction,System Configuration,Enterprise,Technical Queue
106435,6599,2025-02-25 10:26:00,2025-02-27 14:02:00,Chat,Customer Success,Retention Desk,Retention_Agent_6,Technical,Integration Error,Medium,Closed,16,51.6,24,0,0,3.9,0,1,West,Night,Escalated,Queue Imbalance,Mid-Market,Escalation Queue
106436,5371,2025-02-25 21:34:00,2025-02-26 16:10:00,Email,IT Support,Tech Support,Tech_Agent_4,Billing,Refund Request,Low,Resolved,38,18.6,48,1,0,4.1,0,2,East,Evening,Pending Third Party,System Configuration,Mid-Market,VIP Queue
106437,7210,2025-02-25 23:00:00,2025-02-26 07:24:00,Portal,Finance Ops,Billing Support,Billing_Agent_6,Account,Access Request,Low,Closed,59,8.4,48,1,0,4.6,0,0,South,Morning,Resolved,System Configuration,SMB,General Queue
106438,7972,2025-02-25 10:51:00,2025-02-26 00:33:00,Email,Customer Success,Retention Desk,Retention_Agent_7,Retention,Plan Change,Medium,Closed,83,13.7,24,1,0,3.2,1,0,Central,Night,Escalated,Manual Review Delay,Mid-Market,VIP Queue
106439,5793,2025-02-25 00:56:00,2025-02-25 06:20:00,Email,Customer Success,Retention Desk,Retention_Agent_3,Billing,Payment Failure,Low,Closed,12,5.4,48,1,0,4.4,0,0,Central,Morning,Resolved,Incomplete Documentation,SMB,VIP Queue
106440,6225,2025-02-25 23:47:00,2025-02-26 21:05:00,Email,Customer Service,North Ops,North_Agent_7,Account,Duplicate Record,Low,Closed,48,21.3,48,1,0,4.9,0,0,Central,Morning,Resolved,System Configuration,Enterprise,Escalation Queue
106441,8123,2025-02-25 12:32:00,2025-02-26 17:02:00,Phone,Finance Ops,Billing Support,Billing_Agent_4,Account,Access Request,Low,Resolved,20,28.5,48,1,1,3.4,0,0,East,Evening,Resolved,Queue Imbalance,Mid-Market,Escalation Queue
106442,5698,2025-02-25 03:12:00,2025-02-25 08:30:00,Chat,Finance Ops,Billing Support,Billing_Agent_3,Account,Access Request,High,Closed,7,5.3,12,1,0,4.1,0,0,East,Night,Pending Third Party,Incomplete Documentation,Mid-Market,General Queue
106443,6847,2025-02-25 17:41:00,2025-02-26 14:47:00,Phone,Customer Service,South Ops,South_Agent_1,Billing,Refund Request,Low,Closed,19,21.1,48,1,0,4.4,0,0,West,Morning,Resolved,System Configuration,Mid-Market,Escalation Queue
106444,5700,2025-02-25 10:28:00,2025-02-25 14:04:00,Phone,Customer Service,South Ops,South_Agent_5,Account,Access Request,High,Closed,26,3.6,12,1,0,4.8,0,1,West,Night,Resolved,Manual Review Delay,SMB,Technical Queue
106445,5722,2025-02-25 05:53:00,2025-02-25 13:53:00,Phone,Finance Ops,Billing Support,Billing_Agent_1,General,Document Upload,Medium,Closed,30,8.0,24,1,0,4.6,0,0,South,Night,Manual Correction,Queue Imbalance,SMB,Escalation Queue
106446,8427,2025-02-25 11:51:00,,Email,Customer Service,North Ops,North_Agent_2,Technical,System Error,Medium,Open,40,3.9,24,0,0,4.1,0,0,East,Morning,Automation,Manual Review Delay,Enterprise,General Queue
106447,8159,2025-02-25 15:52:00,2025-02-26 18:04:00,Email,IT Support,Tech Support,Tech_Agent_5,Technical,Integration Error,Low,Resolved,85,26.2,48,1,0,4.5,0,0,West,Evening,Resolved,Manual Review Delay,Mid-Market,General Queue
106448,5823,2025-02-25 17:33:00,2025-02-25 20:51:00,Email,Finance Ops,Billing Support,Billing_Agent_1,General,Information Request,Medium,Resolved,79,3.3,24,1,0,3.8,0,0,West,Evening,Resolved,System Configuration,Enterprise,General Queue
106449,7596,2025-02-25 15:51:00,2025-02-27 00:09:00,Phone,Customer Service,South Ops,South_Agent_8,Technical,Login Issue,Low,Closed,52,32.3,48,1,0,4.6,0,0,Central,Morning,Resolved,Incomplete Documentation,Enterprise,Escalation Queue
106450,8494,2025-02-25 00:05:00,,Email,Customer Service,North Ops,North_Agent_8,Billing,Refund Request,Medium,Open,39,11.0,24,0,0,3.8,0,0,East,Evening,Resolved,System Configuration,SMB,Billing Queue
106451,7784,2025-02-25 07:05:00,2025-02-27 03:29:00,Phone,Finance Ops,Billing Support,Billing_Agent_3,Account,Profile Update,Low,Closed,38,44.4,48,1,0,4.1,0,1,East,Morning,Manual Correction,Training Gap,Enterprise,Billing Queue
106452,6137,2025-02-25 12:30:00,2025-02-26 10:24:00,Chat,IT Support,Tech Support,Tech_Agent_4,Technical,Login Issue,Low,Closed,153,21.9,48,1,0,4.1,0,1,Central,Night,Manual Correction,Manual Review Delay,Mid-Market,VIP Queue
106453,5154,2025-02-25 22:39:00,2025-02-26 02:39:00,Chat,Customer Service,South Ops,South_Agent_7,General,Document Upload,Medium,Closed,58,4.0,24,1,0,4.9,0,1,West,Evening,Manual Correction,Training Gap,SMB,Billing Queue
106454,7777,2025-02-25 03:00:00,2025-02-25 23:24:00,Chat,Customer Service,North Ops,North_Agent_5,Account,Access Request,Medium,Resolved,25,20.4,24,1,0,4.8,0,1,West,Evening,Resolved,Manual Review Delay,Enterprise,General Queue
106455,6561,2025-02-25 06:45:00,2025-02-26 09:21:00,Phone,IT Support,Tech Support,Tech_Agent_2,Technical,Integration Error,High,Closed,64,26.6,12,0,0,3.7,0,1,South,Morning,Resolved,Training Gap,SMB,Technical Queue
106456,5210,2025-02-25 05:47:00,2025-02-25 18:53:00,Phone,Finance Ops,Billing Support,Billing_Agent_8,General,Follow-up,Medium,Resolved,47,13.1,24,1,0,4.6,0,1,West,Night,Resolved,Training Gap,SMB,Billing Queue
106457,8593,2025-02-25 16:03:00,2025-02-26 05:27:00,Chat,Finance Ops,Billing Support,Billing_Agent_8,Account,Access Request,High,Closed,3,13.4,12,0,0,4.0,0,0,West,Evening,Resolved,Training Gap,Mid-Market,General Queue
106458,8665,2025-02-25 01:33:00,2025-02-26 05:15:00,Portal,Finance Ops,Billing Support,Billing_Agent_8,Account,Profile Update,Low,Resolved,42,27.7,48,1,1,3.3,0,0,Central,Morning,Automation,Training Gap,SMB,Billing Queue
106459,7687,2025-02-25 09:05:00,2025-02-26 12:23:00,Chat,Customer Success,Retention Desk,Retention_Agent_3,Billing,Invoice Error,High,Resolved,75,27.3,12,0,0,4.5,0,0,West,Evening,Manual Correction,Manual Review Delay,SMB,Technical Queue
106460,7014,2025-02-25 01:45:00,2025-02-25 04:21:00,Email,Customer Service,South Ops,South_Agent_3,Technical,System Error,Low,Closed,45,2.6,48,1,0,4.3,0,0,Central,Evening,Manual Correction,Incomplete Documentation,Enterprise,VIP Queue
106461,8891,2025-02-25 11:24:00,2025-02-27 00:48:00,Chat,Customer Success,Retention Desk,Retention_Agent_8,Technical,Login Issue,Low,Closed,29,37.4,48,1,0,4.3,0,0,South,Evening,Manual Correction,System Configuration,Mid-Market,Billing Queue
106462,7153,2025-02-25 18:56:00,2025-02-26 00:38:00,Portal,Customer Success,Retention Desk,Retention_Agent_5,Account,Access Request,High,Closed,56,5.7,12,1,0,5.0,0,0,West,Night,Escalated,Training Gap,Mid-Market,Technical Queue
106463,7170,2025-02-25 14:58:00,2025-02-26 01:34:00,Phone,Customer Service,South Ops,South_Agent_7,General,Document Upload,High,Closed,32,10.6,12,1,0,4.7,0,0,East,Night,Escalated,Manual Review Delay,Mid-Market,Escalation Queue
106464,7914,2025-02-25 12:16:00,2025-02-26 14:04:00,Email,Customer Service,North Ops,North_Agent_8,Billing,Refund Request,Medium,Closed,29,25.8,24,0,0,4.6,0,1,West,Morning,Pending Third Party,System Configuration,SMB,Escalation Queue
106465,7579,2025-02-25 04:17:00,2025-02-25 17:17:00,Chat,Customer Service,North Ops,North_Agent_3,Retention,Plan Change,Medium,Resolved,27,13.0,24,1,0,4.9,0,0,East,Morning,Escalated,Manual Review Delay,SMB,Escalation Queue
106466,8622,2025-02-25 08:35:00,,Chat,Finance Ops,Billing Support,Billing_Agent_5,Billing,Refund Request,High,Open,30,30.0,12,0,0,4.6,0,1,South,Morning,Resolved,Manual Review Delay,SMB,General Queue
106467,7782,2025-02-25 11:22:00,2025-02-25 21:58:00,Email,IT Support,Tech Support,Tech_Agent_3,Account,Profile Update,Low,Resolved,62,10.6,48,1,1,3.9,0,1,East,Evening,Manual Correction,Queue Imbalance,SMB,Technical Queue
106468,5159,2025-02-25 21:38:00,2025-02-25 23:44:00,Chat,Customer Success,Retention Desk,Retention_Agent_5,General,Document Upload,Low,Resolved,95,2.1,48,1,0,5.0,0,1,East,Evening,Automation,Queue Imbalance,Mid-Market,Escalation Queue
